id_pokedex,type,type_two,name,height,weight,category,ability,ability_two,weakness,weakness_two,description,HP,Attack,Defense,Special_Attack,Special_Defense,Speed
227,Steel,Flying,Skarmory,1.7,50.5,Armor Bird,Keen Eye,Sturdy,Electric,Fire,"Skarmory is entirely encased in hard, protective armor.This Pokémon flies at close to 190 mph. It slashes foes withits wings that possess swordlike cutting edges.",4,5,9,3,5,5
228,Dark,Fire,Houndour,0.6,10.8,Dark,Flash Fire,Early Bird,Fighting,Ground,Houndour hunt as a coordinated pack. They communicate witheach other using a variety of cries to corner their prey.This Pokémons remarkable teamwork is unparalleled.,3,4,2,5,3,4
229,Dark,Fire,Houndoom,1.4,35.0,Dark,Flash Fire,,Fighting,Ground,"In a Houndoom pack, the one with its horns raked sharplytoward the back serves a leadership role. These Pokémonchoose their leader by fighting among themselves.",5,6,3,7,5,6
230,Water,Dragon,Kingdra,1.8,152.0,Dragon,Swift Swim,Sniper,Dragon,Fairy,Kingdra lives at extreme ocean depths that are otherwiseuninhabited. It has long been believed that the yawning of thisPokémon creates spiraling ocean currents.,5,6,6,6,6,5
231,Ground,,Phanpy,0.5,33.5,Long Nose,Pickup,,Grass,Ice,"For its nest, Phanpy digs a vertical pit in the ground at theedge of a river. It marks the area around its nest with its trunkto let the others know that the area has been claimed.",6,4,4,3,3,3
232,Ground,,Donphan,1.1,120.0,Armor,Sturdy,,Grass,Ice,"Donphans favorite attack is curling its body into a ball, thencharging at its foe while rolling at high speed. Once it startsrolling, this Pokémon cant stop very easily.",6,8,8,4,4,3
233,Normal,,Porygon2,0.6,32.5,Virtual,Trace,Download,Fighting,,Porygon2 was created by humans using the power of science.The man-made Pokémon has been endowed with artificialintelligence that enables it to learn new gestures and emotionson its own.,5,5,6,7,6,4
234,Normal,,Stantler,1.4,71.2,Big Horn,Intimidate,Frisk,Fighting,,"Stantlers magnificent antlers were traded at high prices asworks of art. As a result, this Pokémon was hunted close toextinction by those who were after the priceless antlers.",5,6,4,5,4,5
235,Normal,,Smeargle,1.2,58.0,Painter,Technician,Own Tempo,Fighting,,"Smeargle marks the boundaries of its territory using a bodyfluid that leaks out from the tip of its tail. Over 5,000 differentmarks left by this Pokémon have been found.",4,2,3,2,3,5
236,Fighting,,Tyrogue,0.7,21.0,Scuffle,Guts,Steadfast,Flying,Psychic,"Tyrogue becomes stressed out if it does not get to train everyday. When raising this Pokémon, the Trainer must establishand uphold various training methods.",3,3,3,3,3,3
237,Fighting,,Hitmontop,1.4,48.0,Handstand,Intimidate,Technician,Flying,Psychic,"Hitmontop spins on its head at high speed, all the whiledelivering kicks. This technique is a remarkable mix of bothoffense and defense at the same time. The Pokémon travelsfaster spinning than it does walking.",3,6,6,3,7,5
238,Ice,Psychic,Smoochum,0.4,6.0,Kiss,Oblivious,Forewarn,Bug,Dark,"Smoochum actively runs about, but also falls quite often.Whenever the chance arrives, it will look for its reflection tomake sure its face hasnt become dirty.",3,2,1,5,4,4
239,Electric,,Elekid,0.6,23.5,Electric,Static,,Ground,,"Elekid stores electricity in its body. If it touches metal andaccidentally discharges all its built-up electricity, this Pokémonbegins swinging its arms in circles to recharge itself.",3,4,3,4,4,6
240,Fire,,Magby,0.7,21.4,Live Coal,Flame Body,,Ground,Rock,"Magbys state of health is determined by observing the fire itbreathes. If the Pokémon is spouting yellow flames from itsmouth, it is in good health. When it is fatigued, black smokewill be mixed in with the flames.",3,5,3,5,4,5
241,Normal,,Miltank,1.2,75.5,Milk Cow,Thick Fat,Scrappy,Fighting,,Miltank gives over five gallons of milk on a daily basis.Its sweet milk is enjoyed by children and grown-ups alike.People who cant drink milk turn it into yogurt and eatit instead.,6,5,7,3,5,6
242,Normal,,Blissey,1.5,46.8,Happiness,Natural Cure,Serene Grace,Fighting,,"Blissey senses sadness with its fluffy coat of fur. If it does so,this Pokémon will rush over to a sad person, no matter how faraway, to share a Lucky Egg that brings a smile to any face.",15,1,1,5,8,4
243,Electric,,Raikou,1.9,178.0,Thunder,Pressure,,Ground,,Raikou embodies the speed of lightning. The roars of thisPokémon send shock waves shuddering through the airand shake the ground as if lightning bolts had comecrashing down.,6,5,5,7,6,7
244,Fire,,Entei,2.1,198.0,Volcano,Pressure,,Ground,Rock,Entei embodies the passion of magma. This Pokémon isthought to have been born in the eruption of a volcano.It sends up massive bursts of fire that utterly consume all thatthey touch.,7,7,5,6,5,6
245,Water,,Suicune,2.0,187.0,Aurora,Pressure,,Electric,Grass,Suicune embodies the compassion of a pure spring of water.It runs across the land with gracefulness. This Pokémon hasthe power to purify dirty water.,6,5,7,6,7,5
246,Rock,Ground,Larvitar,0.6,72.0,Rock Skin,Guts,,Grass,Water,"Larvitar is born deep under the ground. To come up to thesurface, this Pokémon must eat its way through the soil above.Until it does so, Larvitar cannot see its parents.",3,4,3,3,3,3
247,Rock,Ground,Pupitar,1.2,152.0,Hard Shell,Shed Skin,,Grass,Water,Pupitar creates a gas inside its body that it compresses andforcefully ejects to propel itself like a jet. The body is verydurable—it avoids damage even if it hits solid steel.,5,5,5,4,5,3
248,Rock,Dark,Tyranitar,2.0,202.0,Armor,Sand Stream,,Fighting,Bug,"Tyranitar is so overwhelmingly powerful, it can bring down awhole mountain to make its nest. This Pokémon wanders aboutin mountains seeking new opponents to fight.",6,8,7,6,6,4
249,Psychic,Flying,Lugia,5.2,216.0,Diving,Pressure,,Dark,Electric,"Lugias wings pack devastating power—a light fluttering of itswings can blow apart regular houses. As a result, thisPokémon chooses to live out of sight deep under the sea.",7,6,8,6,10,7
250,Fire,Flying,Ho-Oh,3.8,199.0,Rainbow,Pressure,,Rock,Electric,Ho-Ohs feathers glow in seven colors depending on the angleat which they are struck by light. These feathers are said tobring happiness to the bearers. This Pokémon is said to live atthe foot of a rainbow.,7,8,6,7,10,6
251,Psychic,Grass,Celebi,0.6,5.0,Time Travel,Natural Cure,,Bug,Dark,"This Pokémon came from the future by crossing over time.It is thought that so long as Celebi appears, a bright andshining future awaits us.",6,6,6,6,6,6
252,Grass,,Treecko,0.5,5.0,Wood Gecko,Overgrow,,Bug,Fire,Treecko has small hooks on the bottom of its feet that enableit to scale vertical walls. This Pokémon attacks by slammingfoes with its thick tail.,3,3,3,4,4,5
253,Grass,,Grovyle,0.9,21.6,Wood Gecko,Overgrow,,Bug,Fire,The leaves growing out of Grovyles body are convenient forcamouflaging it from enemies in the forest. This Pokémon is amaster at climbing trees in jungles.,3,4,3,5,4,6
254,Grass,,Sceptile,1.7,52.2,Forest,Overgrow,,Bug,Fire,The leaves growing on Sceptiles body are very sharp edged.This Pokémon is very agile—it leaps all over the branches oftrees and jumps on its foe from above or behind.,5,5,4,7,5,8
255,Fire,,Torchic,0.4,2.5,Chick,Blaze,,Ground,Rock,"Torchic sticks with its Trainer, following behind withunsteady steps. This Pokémon breathes fire of over1,800 degrees Fahrenheit, including fireballs that leavethe foe scorched black.",3,4,3,5,3,3
256,Fire,Fighting,Combusken,0.9,19.5,Young Fowl,Blaze,,Flying,Ground,"Combusken toughens up its legs and thighs by runningthrough fields and mountains. This Pokémons legs possessboth speed and power, enabling it to dole out 10 kicks inone second.",4,5,4,5,4,4
257,Fire,Fighting,Blaziken,1.9,52.0,Blaze,Blaze,,Flying,Ground,"In battle, Blaziken blows out intense flames from its wrists andattacks foes courageously. The stronger the foe, the moreintensely this Pokémons wrists burn.",5,8,5,7,5,5
258,Water,,Mudkip,0.4,7.6,Mud Fish,Torrent,,Electric,Grass,"The fin on Mudkips head acts as highly sensitive radar.Using this fin to sense movements of water and air, thisPokémon can determine what is taking place around itwithout using its eyes.",3,5,3,3,3,3
259,Water,Ground,Marshtomp,0.7,28.0,Mud Fish,Torrent,,Grass,,"The surface of Marshtomps body is enveloped by a thin, stickyfilm that enables it to live on land. This Pokémon plays in mudon beaches when the ocean tide is low.",5,5,5,4,5,3
260,Water,Ground,Swampert,1.5,81.9,Mud Fish,Torrent,,Grass,Grass,Swampert is very strong. It has enough power to easily drag aboulder weighing more than a ton. This Pokémon also haspowerful vision that lets it see even in murky water.,6,7,6,5,6,4
261,Dark,,Poochyena,0.5,13.6,Bite,Run Away,Quick Feet,Fighting,Bug,"At first sight, Poochyena takes a bite at anything that moves.This Pokémon chases after prey until the victim becomesexhausted. However, it may turn tail if the prey strikes back.",3,4,3,2,2,3
262,Dark,,Mightyena,1.0,37.0,Bite,Intimidate,Quick Feet,Fighting,Bug,Mightyena gives obvious signals when it is preparing to attack.It starts to growl deeply and then flattens its body.This Pokémon will bite savagely with its sharply pointed fangs.,5,6,5,4,4,5
263,Normal,,Zigzagoon,0.4,17.5,Tiny Raccoon,Pickup,Gluttony,Fighting,,Zigzagoon restlessly wanders everywhere at all times.This Pokémon does so because it is very curious. It becomesinterested in anything that it happens to see.,3,2,3,2,3,4
264,Normal,,Linoone,0.5,32.5,Rushing,Pickup,Gluttony,Fighting,,"Linoone always runs full speed and only in straight lines.If facing an obstacle, it makes a right-angle turn to evade it.This Pokémon is very challenged by gently curving roads.",5,5,4,3,4,6
265,Bug,,Wurmple,0.3,3.6,Worm,Shield Dust,,Fire,Flying,"Using the spikes on its rear end, Wurmple peels the bark offtrees and feeds on the sap that oozes out. This Pokémonsfeet are tipped with suction pads that allow it to cling to glasswithout slipping.",3,3,3,2,2,2
266,Bug,,Silcoon,0.6,10.0,Cocoon,Shed Skin,,Fire,Flying,"Silcoon tethers itself to a tree branch using silk to keep fromfalling. There, this Pokémon hangs quietly while it awaitsevolution. It peers out of the silk cocoon through a small hole.",3,3,4,2,2,1
267,Bug,Flying,Beautifly,1.0,28.4,Butterfly,Swarm,,Rock,Electric,"Beautiflys favorite food is the sweet pollen of flowers. If youwant to see this Pokémon, just leave a potted flower by anopen window. Beautifly is sure to come looking for pollen.",4,5,3,6,3,4
268,Bug,,Cascoon,0.7,11.5,Cocoon,Shed Skin,,Fire,Flying,"Cascoon makes its protective cocoon by wrapping its bodyentirely with a fine silk from its mouth. Once the silk goesaround its body, it hardens. This Pokémon prepares for itsevolution inside the cocoon.",3,3,4,2,2,1
269,Bug,Poison,Dustox,1.2,31.6,Poison Moth,Shield Dust,,Fire,Flying,"Dustox is instinctively drawn to light. Swarms of this Pokémonare attracted by the bright lights of cities, where they wreakhavoc by stripping the leaves off roadside trees for food.",4,3,5,3,6,4
270,Water,Grass,Lotad,0.5,2.6,Water Weed,Swift Swim,Rain Dish,Bug,Flying,"Lotad live in ponds and lakes, where they float on the surface.It grows weak if its broad leaf dies. On rare occasions, thisPokémon travels on land in search of clean water.",3,2,2,3,3,2
271,Water,Grass,Lombre,1.2,32.5,Jolly,Swift Swim,Rain Dish,Bug,Flying,"Lombre is nocturnal—it will get active after dusk.It is also a mischief maker. When this Pokémonspots anglers, it tugs on their fishing lines frombeneath the surface and enjoys their consternation.",4,3,3,4,5,3
272,Water,Grass,Ludicolo,1.5,55.0,Carefree,Swift Swim,Rain Dish,Bug,Flying,"Ludicolo begins dancing as soon as it hears cheerful,festive music. This Pokémon is said to appear when ithears the singing of children on hiking outings.",5,5,5,6,6,5
273,Grass,,Seedot,0.5,4.0,Acorn,Chlorophyll,Early Bird,Bug,Fire,"Seedot attaches itself to a tree branch using the top of itshead. It sucks moisture from the tree while hanging off thebranch. The more water it drinks, the glossier this Pokémonsbody becomes.",3,3,3,2,2,2
274,Grass,Dark,Nuzleaf,1.0,28.0,Wily,Chlorophyll,Early Bird,Bug,Fire,Nuzleaf live in densely overgrown forests. They occasionallyventure out of the forest to startle people. This Pokémondislikes having its long nose pinched.,5,5,3,4,3,4
275,Grass,Dark,Shiftry,1.3,59.6,Wicked,Chlorophyll,Early Bird,Bug,Fire,Shiftry is a mysterious Pokémon that is said to live atoptowering trees dating back over a thousand years. It createsterrific windstorms with the fans it holds.,6,6,4,6,4,5
276,Normal,Flying,Taillow,0.3,2.3,Tiny Swallow,Guts,,Electric,Ice,"Taillow courageously stands its ground against foes, howeverstrong they may be. This gutsy Pokémon will remain defianteven after a loss. On the other hand, it cries loudly if itbecomes hungry.",3,4,2,2,2,5
277,Normal,Flying,Swellow,0.7,19.8,Swallow,Guts,,Electric,Ice,"Swellow flies high above our heads, making graceful arcsin the sky. This Pokémon dives at a steep angle as soon asit spots its prey. The hapless prey is tightly grasped bySwellows clawed feet, preventing escape.",4,5,4,5,3,8
278,Water,Flying,Wingull,0.6,9.5,Seagull,Keen Eye,,Electric,Rock,Wingull has the habit of carrying prey and valuables in its beakand hiding them in all sorts of locations. This Pokémon ridesthe winds and flies as if it were skating across the sky.,3,2,2,4,2,5
279,Water,Flying,Pelipper,1.2,28.0,Water Bird,Keen Eye,,Electric,Rock,Pelipper is a flying transporter that carries small Pokémon andeggs inside its massive bill. This Pokémon builds its nest onsteep cliffs facing the sea.,4,3,6,6,5,4
280,Psychic,Fairy,Ralts,0.4,6.6,Feeling,Synchronize,Trace,Ghost,Steel,"Ralts senses the emotions of people using the horns onits head. This Pokémon rarely appears before people.But when it does, it draws closer if it senses that the personhas a positive disposition.",2,2,2,3,3,3
281,Psychic,Fairy,Kirlia,0.8,20.2,Emotion,Synchronize,Trace,Ghost,Steel,It is said that a Kirlia that is exposed to the positive emotionsof its Trainer grows beautiful. This Pokémon controlspsychokinetic powers with its highly developed brain.,3,3,3,4,4,3
282,Psychic,Fairy,Gardevoir,1.6,48.4,Embrace,Synchronize,,Ghost,Steel,"Gardevoir has the ability to read the future. If it sensesimpending danger to its Trainer, this Pokémon is saidto unleash its psychokinetic energy at full power.",4,4,4,8,7,5
283,Bug,Water,Surskit,0.5,1.7,Pond Skater,Swift Swim,,Electric,Flying,"From the tips of its feet, Surskit secretes an oil that enables itto walk on water as if it were skating. This Pokémon feeds onmicroscopic organisms in ponds and lakes.",3,2,2,3,4,4
284,Bug,Flying,Masquerain,0.8,3.6,Eyeball,Intimidate,,Rock,Electric,Masquerain intimidates enemies with the eyelike patternson its antennas. This Pokémon flaps its four wings to freely flyin any direction—even sideways and backwards—as if it werea helicopter.,5,4,4,6,5,5
285,Grass,,Shroomish,0.4,4.5,Mushroom,Effect Spore,Poison Heal,Bug,Fire,"Shroomish live in damp soil in the dark depths of forests.They are often found keeping still under fallen leaves.This Pokémon feeds on compost that is made up of fallen,rotted leaves.",4,3,4,3,4,3
286,Grass,Fighting,Breloom,1.2,39.2,Mushroom,Effect Spore,Poison Heal,Flying,Fire,"Breloom closes in on its foe with light and sprightly footwork,then throws punches with its stretchy arms. This Pokémonsfighting technique puts boxers to shame.",4,8,5,4,4,5
287,Normal,,Slakoth,0.8,24.0,Slacker,Truant,,Fighting,,"Slakoth lolls around for over 20 hours every day. Because itmoves so little, it does not need much food. This Pokémonssole daily meal consists of just three leaves.",4,4,4,3,3,2
288,Normal,,Vigoroth,1.4,46.5,Wild Monkey,Vital Spirit,,Fighting,,Vigoroth is always itching and agitated to go on a wildrampage. It simply cant tolerate sitting still for evena minute. This Pokémons stress level rises if it cantbe moving constantly.,5,5,5,4,4,6
289,Normal,,Slaking,2.0,130.5,Lazy,Truant,,Fighting,,"Slaking spends all day lying down and lolling about. It eatsgrass growing within its reach. If it eats all the grass it canreach, this Pokémon reluctantly moves to another spot.",9,10,6,6,4,6
290,Bug,Ground,Nincada,0.5,5.5,Trainee,Compound Eyes,,Fire,Flying,Nincada lives underground for many years in completedarkness. This Pokémon absorbs nutrients from the roots oftrees. It stays motionless as it waits for evolution.,2,3,6,2,2,3
291,Bug,Flying,Ninjask,0.8,12.0,Ninja,Speed Boost,,Rock,Electric,"Ninjask moves around at such a high speed that itcannot be seen, even while its crying can be clearly heard.For that reason, this Pokémon was long believed tobe invisible.",4,6,3,3,3,10
292,Bug,Ghost,Shedinja,0.8,1.2,Shed,Wonder Guard,,Dark,Fire,"Shedinjas hard body doesnt move—not even a twitch. In fact,its body appears to be merely a hollow shell. It is believed thatthis Pokémon will steal the spirit of anyone peering into itshollow body from its back.",1,6,3,2,2,3
293,Normal,,Whismur,0.6,16.3,Whisper,Soundproof,,Fighting,,"Normally, Whismurs voice is very quiet—it is barely audibleeven if one is paying close attention. However, if this Pokémonsenses danger, it starts crying at an earsplitting volume.",4,3,2,3,2,2
294,Normal,,Loudred,1.0,40.5,Big Voice,Soundproof,,Fighting,,Loudreds bellowing can completely decimate a wood-framehouse. It uses its voice to punish its foes. This Pokémonsround ears serve as loudspeakers.,5,5,3,5,3,3
295,Normal,,Exploud,1.5,84.0,Loud Noise,Soundproof,,Fighting,,"Exploud triggers earthquakes with the tremors it createsby bellowing. If this Pokémon violently inhales from theports on its body, its a sign that it is preparing to let loosea huge bellow.",7,6,4,6,5,4
296,Fighting,,Makuhita,1.0,86.4,Guts,Guts,Thick Fat,Flying,Psychic,"Makuhita is tenacious—it will keep getting up and attackingits foe however many times it is knocked down. Every time itgets back up, this Pokémon stores more energy in its bodyfor evolving.",5,4,2,2,2,2
297,Fighting,,Hariyama,2.3,253.8,Arm Thrust,Guts,Thick Fat,Flying,Psychic,"Hariyama practices its straight-arm slaps in any number oflocations. One hit of this Pokémons powerful, openhanded,straight-arm punches could snap a telephone pole in two.",9,8,4,3,4,3
298,Normal,Fairy,Azurill,0.2,2.0,Polka Dot,Thick Fat,Huge Power,Steel,Poison,"Azurill spins its tail as if it were a lasso, then hurls it far.The momentum of the throw sends its body flying, too.Using this unique action, one of these Pokémon managed tohurl itself a record 33 feet.",3,2,3,2,3,2
299,Rock,,Nosepass,1.0,97.0,Compass,Sturdy,Magnet Pull,Fighting,Grass,"Nosepasss magnetic nose is always pointed to the north.If two of these Pokémon meet, they cannot turn their faces toeach other when they are close because their magnetic nosesrepel one another.",2,3,8,3,6,2
300,Normal,,Skitty,0.6,11.0,Kitten,Cute Charm,Normalize,Fighting,,Skitty has the habit of becoming fascinated by moving objectsand chasing them around. This Pokémon is known to chaseafter its own tail and become dizzy.,3,3,3,3,3,3
301,Normal,,Delcatty,1.1,32.6,Prim,Cute Charm,Normalize,Fighting,,"Delcatty prefers to live an unfettered existence in which it cando as it pleases at its own pace. Because this Pokémon eatsand sleeps whenever it decides, its daily routines arecompletely random.",5,4,4,4,4,6
302,Dark,Ghost,Sableye,0.5,11.0,Darkness,Keen Eye,,Fairy,Fairy,"Sableye lead quiet lives deep inside caverns.They are feared, however, because these Pokémon arethought to steal the spirits of people when their eyes burnwith a sinister glow in the darkness.",3,5,5,4,4,3
303,Steel,Fairy,Mawile,0.6,11.5,Deceiver,Intimidate,,Fire,Ground,"Mawiles huge jaws are actually steel horns that have beentransformed. Its docile-looking face serves to lull its foe intoletting down its guard. When the foe least expects it, Mawilechomps it with its gaping jaws.",3,5,5,4,4,3
304,Steel,Rock,Aron,0.4,60.0,Iron Armor,Rock Head,Sturdy,Fighting,Ground,"This Pokémon has a body of steel. To make its body, Aronfeeds on iron ore that it digs from mountains. Occasionally,it causes major trouble by eating bridges and rails.",3,5,6,3,3,2
305,Steel,Rock,Lairon,0.9,120.0,Iron Armor,Rock Head,Sturdy,Fighting,Ground,Lairon tempers its steel body by drinking highly nutritiousmineral springwater until it is bloated. This Pokémon makes itsnest close to springs of delicious water.,4,6,9,3,3,3
306,Steel,Rock,Aggron,2.1,360.0,Iron Armor,Rock Head,,Fighting,Ground,Aggron claims an entire mountain as its own territory.It mercilessly beats up anything that violates its environment.This Pokémon vigilantly patrols its territory at all times.,5,7,11,4,4,3
307,Fighting,Psychic,Meditite,0.6,11.2,Meditate,Pure Power,,Flying,Ghost,"Meditite undertakes rigorous mental training deep in themountains. However, whenever it meditates, this Pokémonalways loses its concentration and focus. As a result,its training never ends.",2,3,4,3,4,4
308,Fighting,Psychic,Medicham,1.3,31.5,Meditate,Pure Power,,Flying,Ghost,"It is said that through meditation, Medicham heightens energyinside its body and sharpens its sixth sense. This Pokémonhides its presence by merging itself with fields and mountains.",4,4,5,4,5,5
309,Electric,,Electrike,0.6,15.2,Lightning,Static,Lightning Rod,Ground,,Electrike stores electricity in its long body hair. This Pokémonstimulates its leg muscles with electric charges. These jolts ofpower give its legs explosive acceleration performance.,3,3,3,4,3,4
310,Electric,,Manectric,1.5,40.2,Discharge,Static,,Ground,Ground,"Manectric is constantly discharging electricity from its mane.The sparks sometimes ignite forest fires. When it enters abattle, this Pokémon creates thunderclouds.",5,5,4,7,4,7
311,Electric,,Plusle,0.4,4.2,Cheering,Plus,,Ground,,"Plusle always acts as a cheerleader for its partners.Whenever a teammate puts out a good effort in battle, thisPokémon shorts out its body to create the crackling noises ofsparks to show its joy.",4,3,3,5,5,6
312,Electric,,Minun,0.4,4.2,Cheering,Minus,,Ground,,Minun is more concerned about cheering on its partners thanits own safety. It shorts out the electricity in its body to createbrilliant showers of sparks to cheer on its teammates.,4,3,3,5,5,6
313,Bug,,Volbeat,0.7,17.7,Firefly,Swarm,Illuminate,Fire,Flying,"With the arrival of night, Volbeat emits light from its tail.It communicates with others by adjusting the intensity andflashing of its light. This Pokémon is attracted by the sweetaroma of Illumise.",4,5,5,3,5,5
314,Bug,,Illumise,0.6,17.7,Firefly,Tinted Lens,Oblivious,Fire,Flying,"Illumise attracts a swarm of Volbeat using a sweet fragrance.Once the Volbeat have gathered, this Pokémon leads thelit-up swarm in drawing geometric designs on the canvas ofthe night sky.",4,3,5,5,5,5
315,Grass,Poison,Roselia,0.3,2.0,Thorn,Poison Point,Natural Cure,Fire,Flying,Roselia shoots sharp thorns as projectiles at any opponent thattries to steal the flowers on its arms. The aroma of thisPokémon brings serenity to living things.,3,4,3,6,5,4
316,Poison,,Gulpin,0.4,10.3,Stomach,Liquid Ooze,Sticky Hold,Ground,Psychic,"Virtually all of Gulpins body is its stomach. As a result, it canswallow something its own size. This Pokémons stomachcontains a special fluid that digests anything.",5,3,4,3,4,3
317,Poison,,Swalot,1.7,80.0,Poison Bag,Liquid Ooze,Sticky Hold,Ground,Psychic,"When Swalot spots prey, it spurts out a hideously toxic fluidfrom its pores and sprays the target. Once the prey hasweakened, this Pokémon gulps it down whole with itscavernous mouth.",6,5,5,5,5,4
318,Water,Dark,Carvanha,0.8,20.8,Savage,Rough Skin,,Bug,Electric,Carvanhas strongly developed jaws and its sharply pointedfangs pack the destructive power to rip out boat hulls.Many boats have been attacked and sunk by this Pokémon.,3,6,2,4,2,4
319,Water,Dark,Sharpedo,1.8,88.8,Brutal,Rough Skin,,Bug,Electric,"Nicknamed “the bully of the sea,"" Sharpedo is widely feared.Its cruel fangs grow back immediately if they snap off. Just oneof these Pokémon can thoroughly tear apart a supertanker.",5,8,3,6,3,6
320,Water,,Wailmer,2.0,130.0,Ball Whale,Oblivious,Water Veil,Electric,Grass,Wailmers nostrils are located above its eyes. This playfulPokémon loves to startle people by forcefully snorting outseawater it stores inside its body out of its nostrils.,8,5,3,5,3,4
321,Water,,Wailord,14.5,398.0,Float Whale,Oblivious,Water Veil,Electric,Grass,"Wailord is the largest of all identified Pokémon up to now.This giant Pokémon swims languorously in the vast open sea,eating massive amounts of food at once with its enormousmouth.",10,6,3,6,3,4
322,Fire,Ground,Numel,0.7,24.0,Numb,Oblivious,Simple,Water,Ground,"Numel is extremely dull witted—it doesnt notice being hit.However, it cant stand hunger for even a second.This Pokémons body is a seething cauldron of boiling magma.",4,4,3,4,3,3
323,Fire,Ground,Camerupt,1.9,220.0,Eruption,Magma Armor,,Water,Ground,"Camerupt has a volcano inside its body. Magma of18,000 degrees Fahrenheit courses through its body.Occasionally, the humps on this Pokémons back erupt,spewing the superheated magma.",5,6,5,7,5,3
324,Fire,,Torkoal,0.5,80.4,Coal,White Smoke,,Ground,Rock,"Torkoal digs through mountains in search of coal. If it findssome, it fills hollow spaces on its shell with the coal and burnsit. If it is attacked, this Pokémon spouts thick black smoke tobeat a retreat.",5,5,9,5,5,2
325,Psychic,,Spoink,0.7,30.6,Bounce,Own Tempo,Thick Fat,Bug,Dark,"Spoink bounces around on its tail. The shock of its bouncingmakes its heart pump. As a result, this Pokémon cannot affordto stop bouncing—if it stops, its heart will stop.",4,2,3,5,5,4
326,Psychic,,Grumpig,0.9,71.5,Manipulate,Own Tempo,Thick Fat,Bug,Dark,"Grumpig uses the black pearls on its body to amplify itspsychic power waves for gaining total control over its foe.When this Pokémon uses its special power, its snorting breathgrows labored.",5,3,4,6,7,5
327,Normal,,Spinda,1.1,5.0,Spot Panda,Tangled Feet,Own Tempo,Fighting,,"All the Spinda that exist in the world are said to have utterlyunique spot patterns. The shaky, tottering steps of thisPokémon give it the appearance of dancing.",4,4,4,4,4,4
328,Ground,,Trapinch,0.7,15.0,Ant Pit,Arena Trap,Hyper Cutter,Grass,Ice,"Trapinchs nest is a sloped, bowl-like pit dug in sand.This Pokémon patiently waits for prey to tumble down the pit.Its giant jaws have enough strength to crush even boulders.",3,6,3,3,3,1
329,Ground,Dragon,Vibrava,1.1,15.3,Vibration,Levitate,,Ice,Dragon,"To make prey faint, Vibrava generates ultrasonic waves byvigorously making its two wings vibrate. This Pokémonsultrasonic waves are so powerful, they can bring on headachesin people.",3,5,3,3,3,5
330,Ground,Dragon,Flygon,2.0,82.0,Mystic,Levitate,,Ice,Dragon,"Flygon is nicknamed “the elemental spirit of the desert.""Because its flapping wings whip up a cloud of sand, thisPokémon is always enveloped in a sandstorm while flying.",5,6,5,5,5,6
331,Grass,,Cacnea,0.4,51.3,Cactus,Sand Veil,,Bug,Fire,"Cacnea lives in arid locations such as deserts. It releases astrong aroma from its flower to attract prey. When prey comesnear, this Pokémon shoots sharp thorns from its body to bringthe victim down.",3,5,3,5,3,3
332,Grass,Dark,Cacturne,1.3,77.4,Scarecrow,Sand Veil,,Bug,Fire,"During the daytime, Cacturne remains unmoving so that it doesnot lose any moisture to the harsh desert sun. This Pokémonbecomes active at night when the temperature drops.",5,7,4,7,4,4
333,Normal,Flying,Swablu,0.4,1.2,Cotton Bird,Natural Cure,,Electric,Ice,Swablu has light and fluffy wings that are like cottony clouds.This Pokémon is not frightened of people. It lands on theheads of people and sits there like a cotton-fluff hat.,3,3,4,3,5,3
334,Dragon,Flying,Altaria,1.1,20.6,Humming,Natural Cure,,Ice,Dragon,"Altaria dances and wheels through the sky among billowing,cotton-like clouds. By singing melodies in its crystal-clearvoice, this Pokémon makes its listeners experience dreamywonderment.",5,5,6,5,7,5
335,Normal,,Zangoose,1.3,40.3,Cat Ferret,Immunity,,Fighting,,Memories of battling its archrival Seviper are etched into everycell of Zangooses body. This Pokémon adroitly dodgesattacks with incredible agility.,5,7,4,4,4,6
336,Poison,,Seviper,2.7,52.5,Fang Snake,Shed Skin,,Ground,Psychic,Seviper shares a generations-long feud with Zangoose.The scars on its body are evidence of vicious battles.This Pokémon attacks using its sword-edged tail.,5,6,4,6,4,4
337,Rock,Psychic,Lunatone,1.0,168.0,Meteorite,Levitate,,Bug,Dark,"Lunatone was discovered at a location where a meteoroid fell.As a result, some people theorize that this Pokémon camefrom space. However, no one has been able to prove thistheory so far.",6,4,4,6,5,5
338,Rock,Psychic,Solrock,1.2,154.0,Meteorite,Levitate,,Bug,Dark,"Solrock is a new species of Pokémon that is said to have fallenfrom space. It floats in air and moves silently. In battle, thisPokémon releases intensely bright light.",6,6,5,4,4,5
339,Water,Ground,Barboach,0.4,1.9,Whiskers,Oblivious,Anticipation,Grass,,"Barboachs sensitive whiskers serve as a superb radar system.This Pokémon hides in mud, leaving only its two whiskersexposed while it waits for prey to come along.",3,3,3,3,3,4
340,Water,Ground,Whiscash,0.9,23.6,Whiskers,Oblivious,Anticipation,Grass,,"Whiscash is extremely territorial. Just one of these Pokémonwill claim a large pond as its exclusive territory. If a foeapproaches it, it thrashes about and triggers a massiveearthquake.",7,5,5,5,5,4
